,2006-01-01T00:00:00-05,2007-01-01T00:00:00-05,2008-01-01T00:00:00-05,2009-01-01T00:00:00-05,2010-01-01T00:00:00-05,2011-01-01T00:00:00-05,2012-01-01T00:00:00-05,2013-01-01T00:00:00-05,2014-01-01T00:00:00-05,2015-01-01T00:00:00-05,2016-01-01T00:00:00-05,2017-01-01T00:00:00-05,2018-01-01T00:00:00-05
CW,0.21149233,0.17734505,0.18169595,0.28435618,0.3215382,0.22459546,0.30437618,0.340646,0.26822978,0.25540322,0.22978534,0.2679786,0.26187888
GY,0.20700252,0.2083567,0.21709293,0.20943089,0.22063965,0.20546752,0.1769584,0.17675114,0.17499012,0.1798849,0.16713807,0.1795877,0.18479978
PA,0.4126171,0.35364884,0.42304775,0.4529183,0.42154184,0.44736665,0.41457358,0.38018346,0.34933788,0.37899315,0.3619085,0.351951,0.37195173
PR,0.20486678,0.19090955,0.19500531,0.21058607,0.2485673,0.27468863,0.320406,0.3129569,0.2987396,0.265035,0.2389033,0.266345,0.30210006
SR,0.20036665,0.20937668,0.21311083,0.20410334,0.22310442,0.20872785,0.1767498,0.17259471,0.17447096,0.1791724,0.17483442,0.1870348,0.1960343
CC,0.7928629,0.8395826,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
TL,0.64524955,1.7510636,0.6580218,0.66266924,0.61267555,0.7791624,0.5291742,0.56021357,0.5783773,0.46218717,0.6988115,0.70634156,0.7192373
MU,0.16171783,0.18877505,0.21712649,0.2198642,0.26350483,0.30350968,0.2754981,0.35298684,0.21792254,0.258439,0.24463947,0.3357598,0.36428836
NF,1.9252391,2.0697534,2.068236,2.019095,2.0297782,2.0020764,0.4618948,0.48706055,0.5182678,0.5359621,1.8665193,1.8473958,1.320132
PH,0.44333985,0.45479852,0.50253046,0.52935976,0.5884765,0.58788335,0.62731975,0.6605895,0.75681794,0.8462165,0.8253854,0.9217595,1.0408175
RE,0.14684558,0.15892568,0.1790904,0.13926007,0.14048535,0.16939405,0.17448415,0.16892497,0.16988118,0.16006741,0.20505157,0.23428243,0.15209122
LK,0.27468282,0.33553767,0.34733954,0.3284969,0.35331565,0.42517334,0.43864733,0.43819207,0.43090868,0.47558153,0.4762816,0.45995986,0.48577362
CU,0.22732921,0.1905709,0.21416001,0.22443831,0.23792754,0.19530879,0.18597686,0.19524685,0.15557612,0.1716314,0.1457389,0.17115833,0.17003259
BH,0.5710797,0.6450631,0.6038727,0.4063572,0.3580252,0.5213036,0.50789857,0.3595767,0.3847228,0.36433578,0.38459277,0.5077817,0.5943802
BD,0.60759526,0.56009996,0.56155634,0.5729339,0.6201389,0.5200479,0.4257583,0.4971825,0.44273183,0.43864307,0.4258063,0.49616852,0.52634054
JO,0.28308994,0.41683322,0.44721797,0.34510797,0.2848156,0.2909678,0.33347005,0.3795671,0.35432526,0.32666638,0.28255326,0.30991417,0.4242651
MV,0.2891098,0.29785427,0.37553465,0.26241365,0.2739711,0.30681416,0.3166035,0.34006405,0.31799412,0.25907478,0.265742,0.26136845,0.2720861
MM,0.6114607,0.5892732,0.5227056,0.5101398,0.55775225,0.4379734,0.46282646,0.6282176,0.6382431,0.41464767,0.34740242,0.39428276,0.40934446
YE,0.28881654,0.39333925,0.4375539,0.34572145,0.3139074,0.45014063,0.44929805,0.44331437,0.45113835,0.40642667,0.3439057,0.53465384,0.6170813
GF,0.16024719,0.18016534,0.2384157,0.27201185,0.33979535,0.32110977,0.2745389,0.25644705,0.26370808,0.268005,0.2743246,0.26529738,0.25527737
HN,0.35866106,0.3176304,0.2902291,0.33930022,0.3471097,0.4031482,0.35119152,0.3489581,0.307605,0.31303442,0.27897382,0.29782343,0.30595198
BG,0.29217747,0.30593243,0.40178788,0.33636066,0.31710488,0.38494447,0.363581,0.60117817,0.672987,0.57343096,0.51105684,0.47258565,0.5267406
CY,0.21496923,0.22139603,0.21330842,0.23243965,0.21695718,0.2402272,0.23496482,0.24132586,0.23210844,0.23131491,0.29520282,0.22191297,0.20002094
DK,0.2981085,0.33233023,0.32990423,0.29276213,0.26085067,0.2902215,0.32157567,0.33505806,0.32365286,0.35272744,0.45813236,0.5303692,0.5392362
DJ,0.1867102,0.15530027,0.21740332,0.19171469,0.1910779,0.23976949,0.30189934,0.2830005,0.23343883,0.23146,0.29624003,0.2475352,0.2327834
EE,0.8203157,0.6100081,0.78092575,0.63469076,0.44857916,0.48677206,0.33865812,0.46774396,0.26672977,0.38602245,0.39991584,0.46166828,0.39146635
FI,0.7383337,0.7015278,0.67913544,0.52780956,0.39614707,0.396699,0.41467887,0.4316095,0.3705744,0.382899,0.43762788,0.44333684,0.3446933
GI,0.45067477,0.39956948,0.3736641,0.2971726,0.29850042,0.22345272,0.268377,0.18400753,0.19253215,0.21551557,0.20703623,0.2690102,0.39217028
IR,0.35060057,0.43924674,0.46478325,0.50449115,0.68162316,0.69965893,0.6784874,0.74374294,1.0311792,0.89516145,0.7230672,0.56285024,0.5499865
IE,0.24978504,0.189502,0.20772462,0.31781742,0.31162646,0.2914427,0.2212752,0.19915496,0.17959058,0.22468345,0.25642756,0.22977896,0.20721233
IL,0.2710974,0.2662366,0.25388744,0.28589076,0.29307413,0.3276055,0.30341506,0.29089862,0.28947437,0.30881557,0.33089423,0.3305116,0.33964303
KE,0.14276934,0.16081744,0.19500528,0.19850923,0.2572431,0.28165317,0.26548657,0.24695566,0.2132389,0.1959518,0.19932266,0.32390776,0.30435574
LV,0.5333533,0.52749383,0.5720223,0.42853913,0.31548503,0.2945671,0.28988534,0.28211543,0.3012621,0.2857183,0.2721528,0.32316118,0.25532123
LT,0.49074614,0.49255562,0.5105712,0.34936672,0.2786689,0.31025356,0.32684246,0.32713184,0.2929692,0.26847032,0.2566706,0.2904926,0.15214598
MG,0.13405171,0.13115089,0.15587933,0.17475298,0.24336298,0.22926098,0.25648326,0.22514738,0.22166902,0.23866186,0.23489825,0.31568947,0.30487323
YT,0.18504016,0.14095305,0.57934594,0.19610354,0.22729768,0.22660425,0.22091535,0.24950668,0.16123296,0.17636943,0.25231946,0.2360214,0.31670764
MZ,0.23569722,0.25251424,0.33928537,0.22034602,0.23810782,0.23814541,0.27625197,0.24404824,0.2209934,0.20444733,0.21406975,0.35564092,0.22270565
NO,0.79715794,0.84225655,0.67944646,0.5966774,0.55554724,0.5159077,0.5371877,0.5662763,0.5197534,0.44850367,0.4964226,0.642162,0.63269264
PL,0.6172703,0.58529216,0.5611655,0.28879508,0.29380003,0.30237117,0.3202025,0.3191461,0.28524116,0.3461664,0.47716793,0.6307758,0.48649114
RU,0.36038002,0.3450742,0.35995826,0.2596136,0.21118854,0.27983224,0.38268745,0.4109511,0.33100536,0.33434394,0.3129314,0.319596,0.36367685
SD,0.19660102,0.20070313,0.3432224,0.26876867,0.2559118,0.29632825,0.32702488,0.23975874,0.24421242,0.29195926,0.20478477,0.2938117,0.23344007
SE,0.36539248,0.35066932,0.3370159,0.29709327,0.2492412,0.29080662,0.34941915,0.35845312,0.34931538,0.33042887,0.4584691,0.4917271,0.5053493
SY,0.3022369,0.27527153,0.27334976,0.30687234,0.29147798,0.30833322,0.3199842,0.28154176,0.2723828,0.26921532,0.3005013,0.31753892,0.34072953
VN,0.3734661,0.3922693,0.42760906,0.45896563,0.50180507,0.52971274,0.5010788,0.48162585,0.5107357,0.5613969,0.5870147,0.539449,0.57594126
BZ,0.3103499,0.37784207,0.16982195,0.39849472,0.35949725,0.3455851,0.21374169,0.20674719,0.1794031,0.1865722,0.16746145,0.19613431,0.19097348
BM,1.761961,1.7902766,1.7845124,1.8647634,1.9309422,1.9414153,1.9231839,1.8785466,1.887112,1.8052342,1.7999144,1.8855965,1.8921117
BN,0.5789362,0.62169474,0.64133203,0.65677917,0.51672304,0.51411384,0.6302757,0.54660004,0.5700432,0.5631158,0.49330434,0.5122183,0.5021049
GE,0.2852913,0.367306,0.373099,0.3413874,0.41140416,0.84822136,0.9410198,0.94456905,1.356817,0.84492457,1.0338668,0.60284173,0.6815632
RO,0.34697416,0.46393675,0.66591066,0.4927713,0.5289456,0.5853284,0.505303,0.4970997,0.45493525,0.40368542,0.39105567,0.32017598,0.34448394
UA,0.35296485,0.49477172,0.7474275,0.59529287,0.6400175,0.6404999,0.5774138,0.5700954,0.5116188,0.4467608,0.38858584,0.30561793,0.32797378
KH,0.36049908,0.36308777,0.35366893,0.3453967,0.3732899,0.4079117,0.35010037,0.35605028,0.4029091,0.44601557,0.5203777,0.4367293,0.42785126
IS,0.3868243,0.43431646,0.39481252,0.4029601,0.39123586,0.35107508,0.4049511,0.39622363,0.43560475,0.4555298,0.5708301,0.50763834,0.5130148
GW,0.38377813,0.40728608,0.37455136,0.3621768,0.39160055,0.32553288,0.41333956,0.43827653,0.38060477,0.49756464,0.4042398,0.3189545,0.52086365
KY,1.5639203,1.5886782,1.7845124,0.9408744,1.0943385,1.0623639,0.483522,0.49216187,0.47920987,0.46577728,0.45890954,0.47628814,0.5804094
SV,0.26864833,0.25369513,0.2571885,0.25429145,0.2647561,0.30169737,0.37628764,0.39242262,0.3511208,0.3601298,0.30818266,0.29687116,0.28641796
NI,0.27275404,0.25097314,0.2541736,0.25163257,0.2679375,0.30056387,0.40811676,0.4334656,0.41692033,0.37734452,0.3291265,0.34853834,0.3257896
GU,0.6226654,0.59056544,0.44549623,0.59525645,0.6015125,0.70813715,0.5393631,0.49315074,0.4740974,0.515046,0.51890236,0.45418406,0.533825
TZ,0.17485432,0.17169772,0.20192923,0.21698098,0.26255605,0.25614843,0.2495278,0.24215007,0.23353393,0.19506972,0.16879165,0.24536093,0.2783688
KM,0.25293028,0.25478584,0.6193485,0.24079885,0.28764126,0.2670336,0.25938827,0.30740455,0.3256844,0.30743033,0.32965338,0.362206,0.33388582
SC,0.18710895,0.16022712,0.1886342,0.17234099,0.20856723,0.19304316,0.18168788,0.19189888,0.18043321,0.17394161,0.17123893,0.16058677,0.17324705
CK,0.96518224,0.98051596,0.39190018,0.49403536,0.4989617,0.7107735,0.62467366,0.5714572,0.5852409,0.5927696,0.68904597,0.6081544,0.57988864
ME,0.72858757,0.6794077,0.63528365,0.694856,0.3870889,0.57155967,0.5543225,0.5743128,0.48587042,0.48855865,0.5666207,0.49105164,0.5189075
FO,0.43604746,0.49877337,0.45420823,0.41322982,0.39686868,0.3963767,0.4823141,0.505507,0.5085863,0.5492973,0.6835469,0.6007546,0.56904477
GL,1.0670009,-999.0,-999.0,-999.0,-999.0,-999.0,1.1305755,1.1249719,0.8846769,0.8266973,0.95798725,1.0721006,1.1134739
ER,0.26513195,0.24071823,0.42002907,0.27118862,-999.0,-999.0,0.27210727,-999.0,0.6775181,0.95521903,0.66779333,0.54038715,0.44555482
SO,0.2560734,0.26027447,0.26921788,0.22914672,0.23307073,0.21665925,1.0312201,0.3409099,0.34806302,0.5573714,0.3382761,0.19369575,0.24382931
TC,0.9240332,0.884881,0.78047603,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
FM,0.4577064,0.34168822,0.5469789,0.43338484,0.3755946,0.49200457,0.4322435,0.41790307,0.44106027,0.45556554,0.44595712,0.45748952,0.35377097
MP,0.4130693,0.42896134,0.54811835,0.4532312,0.41389203,0.40678036,0.43305236,0.40206105,0.4096195,0.38057902,0.32021317,0.31998232,0.36890465
PW,0.40878785,0.4090905,0.55164915,0.45420793,0.42377946,0.4430751,0.46285915,0.4520482,0.4601648,0.44913682,0.42471737,0.46903148,0.4870759
